id,company_name,review_date,review_title,review_body_text,overall_review_rating,job_title,location,employee_flag,rating_work_life_balance,rating_compensation_benefits,rating_job_security_advancement,rating_management,rating_culture_values,pros_text,cons_text,page_number,start_offset,source_url
1,Cimb-Group,8/4/2026,Clear object,Good company and exposure for junior level. Promotion can be very fast to some work function given the person is high performer in the team or department.,4,Manager,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Cimb-Group/reviews
2,HSBC,26/3/2026,best place to work,"work life balance, good elearning, internaltional exposure, the pay might not as high as other local bank but they pay is quite fair. some management are suck but you might meet some great management, all depend on your luck.",4,manager,Malaysia,former,0,0,0,0,0,"work life balance, good elearning",low increament,1,0,https://malaysia.indeed.com/cmp/HSBC/reviews
3,Cimb-Group,20/3/2026,Productive workplace,"brilliant training initiatives, cool projects & lots of learning opportunities substandard human element when management deals with employees, poor EQ and low empathy.",4,Fusion programme,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Cimb-Group/reviews
4,bank islam,8/3/2026,Comprehensive benefits with concerns over operational balance and promotion fairness,"I spent more than 10 years at Bank Islam and found the benefits to be quite comprehensive. The work culture is generally positive with supportive and fun colleagues, and the bank offers good flexibility through work-from-home arrangements for specific departments. However, there are significant challenges regarding work-life balance, particularly in operations where the workload is often overwhelming. Since 2021, the bonus payouts (averaging 2 months) have not felt commensurate with the level of effort required. Furthermore, the promotion structure appears to be heavily influenced by seniority and favoritism rather than clear meritocracy, which can be discouraging for high-performers. Additionally, top management often feels disconnected from ground-level operational reality. While it is a stable organization, the compensation-to-effort ratio and career progression transparency need improvement.",3,,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Bank-Islam/reviews
5,Cimb-Group,7/3/2026,Productive and fun workplace,Flexible working hours and supportive colleagues. Overall I think my pay are decent while workload and working culture depends on your department. Benefits wise are quite good in banking industry.,4,Credit Officer,Kuala Lumpur,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Cimb-Group/reviews
6,RHB Bank Berhad,1/3/2026,Really good,"A typical day at work and i believe i've learned a lot of skills such as communicating, more time managing and stuff like that and the work place is rwally good",5,,,former,5,5,5,5,5,,,1,0,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews
7,maybank,28/2/2026,Good workplace,Everything is good. The workplace is nice and people are also willing to help. The workplace and work-culture appreciate people who are working overtime.,5,software developer,Kuala Lumpur,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews
8,Public-Bank-Berhad,28/2/2026,Work Culture,'- Daily job may be repetitive (depends on the team you are on) - Moderate workload (depends on the team you are on) - Classic management style - Healthy working environment Recommended for freshers,5,Analyst Programmer,Bangi,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
9,Public-Bank-Berhad,19/2/2026,Great bonus and increment. But old system,Good for new graduates to start their career in banking as you tend to do a lot of things. The increment is above average and bonuses are decent. This comes with old system and SOPs as they prefer to reduce cost. A lot of paperwork to be done. WLB depends on your department,3,,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
10,maybank,13/2/2026,Super Productive workplace,So much to learn here. Colleague is all nice but need to push for sales. All higher ups care is sales. Try banking if you love doing sales. Benefit is good. Have AL every month.,4,Intern,Sitiawan,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews
11,bank islam,11/2/2026,Good Hybrid working + flexible hours,"Working here you will have a flexible working hours, hybrid working (3 days office, 2 days WFH) depends on the department mostly Digital IT. Good place for learning.",4,IT analyst,Kuala Lumpur,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Bank-Islam/reviews
12,RHB Bank Berhad,9/2/2026,"Work culture is good, learning a lots, getting lots of knowledge of product.","Having teatime among us, celebration birthday and also we will do decorations for all the festivals...team work is going well with team members, management is good❤️ Together progress 🙂",5,Written Off collections Personal Loan,Kuala Lumpur,former,5,5,5,5,5,Fo far No,So far No,1,0,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews
13,RHB Bank Berhad,6/2/2026,Stressful if cannot hit sales target,Management will keep pushing for sales even though the product is not great and detrimental to buyers. Micro-management will happen if u dont hit ur target,3,Personal Banker,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews
14,bank islam,3/2/2026,"Overall, it has been a valuable and rewarding experience that has strengthened my skills and understanding of the role.","What is the best part of working at the company? Managing 17 staff and Data center facility What is the most stressful part about working at the company? Managing Staff and arrangement of shift work What is the work environment and culture like at the company? flexible and relax environment What is a typical day like for you at the company? A typical day for me usually starts with reviewing priorities and any urgent items from emails or system alerts. I then focus on my core responsibilities handling assigned tasks, resolving issues, and supporting ongoing projects.",3,IT Manager,Cyberjaya,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Bank-Islam/reviews
15,RHB Bank Berhad,3/2/2026,Not bad environment,"The work environment in the department varies from all function. For me, I am under the Group Internal Audit function. The environment is not bad. My CIA and Head of Department is great, however I will say otherwise for my current supervisor",4,Senior Manager,,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews
16,United Overseas Bank,30/1/2026,Sales oriented working culture,"Focus on offline events and activities to drive business. Highly sales oriented culture, performance measurement more focus on individual contributor, event for non sales staff",3,Vice President,Malaysia,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews
17,Public-Bank-Berhad,28/1/2026,Stressful but good colleagues,"Can say very stressful heavy workload, but friendly people and good pay, will help me when i ask for help, very traditional and corporate work culture",4,Analyst Programmer,Bangi,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
18,United Overseas Bank,28/1/2026,Good place to start your career,"Nice place to start your career, however lack of guidance and training provided. No clear goal setup by my immediate manager. Salary below market average",2,Manager,Kuala Lumpur,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews
19,maybank,25/1/2026,Valuable Learning Experince,"A good place to learn and improve in. The enviroment is chill, collegues are kind and are willing to assist if faced with issues. Overall is a good oppertunity for an internship placement.",4,Intern,Kuala Lumpur,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews
20,Ocbc,19/1/2026,Ok,"overall not bad, training provided, attractive remuneration package but need to work overtime most of the time for my role, quite challenging for my role",5,Banker,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Ocbc-3/reviews
21,RHB Bank Berhad,12/1/2026,Flexible Workplace,"Could be working from home most of the time. It depends on the manager, some require the staffs to work from office. some department are more flexible.",3,,,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews
22,RHB Bank Berhad,11/1/2026,Very poor management,Very poor management. Not welcoming the newcomers. Unproper training. Expect us to get the highest more KPI than in JD. Leads not approachable. Sometimes they just recycle the leads to call the same customer. They will pressuring you until you resigned on your own.,1,Sales Consultant,Tun Razak Exchange,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews
23,Cimb-Group,9/1/2026,Supportive boss and good colleagues,Depending on which team you are in. In some teams you generally get good colleagues who are supportive. The remuneration is also quite good. Bonus could be up to 3-4 months in general.,4,Project manager,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Cimb-Group/reviews
24,Cimb-Group,8/1/2026,The good thing about the management,Management don't come to you and shouting for target. They tends to talk to you politely and keep nagging to work hard. There's this lecturing session which top management will come down and have a meeting with all sales employees at one of the branch. Expect one hour talk to persuade you work hard.,4,Personal financial consultant,Selangor,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Cimb-Group/reviews
25,Public-Bank-Berhad,29/12/2025,Productive,"The Hire Purchase Department at Public Bank provides a structured and professional working environment that offers valuable exposure to consumer financing and credit operations. The department is well-organized, with clear procedures for loan processing, credit assessment, documentation, and compliance with banking regulations. This allows staff and trainees to understand the full hire purchase financing cycle, particularly for vehicle loans.",5,Hire Purchase Financing,KL,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
26,Cimb-Group,16/12/2025,friendly and supportive team.,"This company provides a supportive and collaborative working environment where employees are encouraged to learn and grow professionally. The management is approachable, teamwork is highly valued, and there are good opportunities to gain hands-on experience and develop both technical and soft skills. Overall, it is a great place to build a strong career foundation.",5,protege,KL Sentral,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Cimb-Group/reviews
27,RHB Bank Berhad,14/12/2025,Bossy,"Not support newcommer.On a personal level, they are approachable and supportive, creating a friendly and collaborative environment. They genuinely care about the team’s well-being and motivate us with positivity and encouragement. This balance of professionalism and human touch makes working under them both inspiring and enjoyable",3,Sale,Ipoh,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews
28,Public-Bank-Berhad,9/12/2025,Structured and Hierarchy,The working culture is very structured and hierarchy. Multiple reporting layers. Hardly have employee empowerment. Minimal training and development programmes.,3,Executive,Kuala Lumpur,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
29,RHB Bank Berhad,8/12/2025,"Moderate work load, not So much benefit , but still free of mind","If you need to a higher career development and lots benefits, can option with other company. But if you want to go for a reasonable and just normal job free of mind can go to here",3,Executive,Kuala Lumpur,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews
30,Bank-Rakyat,7/12/2025,Employer of choice for everyone,"I enjoyed the most during work-collaboration with other departments; as this would be the great platform to sharpen my communication skills, knowledge enhancement, grow in self-contidence & maturity and develop good teamwork",5,"Assistant Manager, Recruitment & Sourcing",Kuala Lumpur,former,5,5,5,4,4,"Great place to work, persomal & career growth, & good perks",Frequent re-org/rorg restructuring due to change to the top management,1,0,https://malaysia.indeed.com/cmp/Bank-Rakyat/reviews
31,maybank,5/12/2025,Fast paced environment,Fast paced environment and can learn a lot of new things. Pleasent people to work with. Great benefits and perks. Moderate level of work and life balance.,5,Exec,Kuala Lumpur,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews
32,maybank,2/12/2025,Traditional & change-averse company,"Not to say that all departments are like this but majority of leaders who has been with the bank >10years will have mentality like this. My advise is to ask a lot of questions during your interview so you can judge whether it is a good fit for you. Other than that, good benefits and bonus 😬",2,Project Manager,Kuala Lumpur,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews
33,HSBC,25/11/2025,Good benefit,"Good benefit, good exposure, best enviroment, good bonus and everything. Supportive bosses, ceo , staff . Work there for 1 year. Cons workload is alot",5,Banker,Trx,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/HSBC/reviews
34,Public-Bank-Berhad,17/11/2025,Fun workplace,"My experience working here has been largely positive, with a supportive environment that encourages learning and growth. The team is friendly, approachable, and always willing to help when needed. I appreciate the collaborative culture, where ideas are welcomed and everyone’s input is valued. The management team is generally understanding and open to feedback, creating a comfortable space to discuss challenges and improvements. The workplace also provides good opportunities to develop new skills, whether through hands-on tasks or guidance from more experienced colleagues. The work processes are quite organized, which helps in managing tasks efficiently. While there is still room for improvement in terms of workload balance and clearer communication at times, the overall atmosphere remains motivating.",5,Senior Executive,Kuala Lumpur,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
35,maybank,11/11/2025,Fun,"My internship at Maybank was an incredibly valuable experience. I learned how a leading financial institution operates and gained hands-on exposure to real banking tasks. The team was supportive and always willing to guide me, which helped me develop both technical and communication skills. I was involved in data entry, customer service, and administrative work, which improved my attention to detail and time management. The working environment was professional yet friendly, making it easy to adapt and learn. Overall, my internship at Maybank gave me a strong foundation and clearer understanding of the banking industry.",5,Intern,Pahang,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews
36,HSBC,3/11/2025,Uncertain commission,"Pay commission quarterly, if u got certain amount on this quarter. Doesnt mean next quarter are the same even u achieved 100% kpi. When ask, always ends up with more question than answers",3,Mobile banker,Klang valley,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/HSBC/reviews
37,HSBC,31/10/2025,Depends on department,"Environment was good. Colleague helpful. Lots of benefits. Management would be depends on your dept. If you got a good boss, then its your luck. Hsbc pay good salary.",5,Contact centre representative,Kuala Lumpur,former,3,5,5,4,4,"Salary, benefits","Shift, management leader",1,0,https://malaysia.indeed.com/cmp/HSBC/reviews
38,Cimb-Group,30/10/2025,Productive and fun workplace,"Good environment for fresh geas. Learn a lot from the seniors & no politics in the office as well. Everyone so kind, though workloads might be heavier for senior exec, but yeah. As entry level, this is a good starter.",5,,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Cimb-Group/reviews
39,Public-Bank-Berhad,29/10/2025,Good for beginners,Good salary and bonuses Alot of annual leaves Average for benefits Stress depends on department Good environment and can learn alot Overall good for starting career here,4,Trade Finance,Kuala Lumpur,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
40,RHB Bank Berhad,28/10/2025,fun to work with,"good working environment but slow pace. many approval structure , compliances and hierarch to meet. very tedious job . But the people is fun and willing to share the experiences.",2,sales,Kuala Lumpur,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews
41,HSBC,25/10/2025,Teamwork,Daily task have to be completed on time but don't worry because your colleagues will help you anyway when you need it. Teamwork is always there in the bank industry.,5,Time scale clerk,Kuala Lumpur,former,5,5,5,5,5,,,1,0,https://malaysia.indeed.com/cmp/HSBC/reviews
42,RHB Bank Berhad,23/10/2025,Enjoyable,"What is the best part of working at the company? The best part of working at RHB was the supportive work environment and strong teamwork among colleagues. The management encouraged growth, provided continuous training, and valued employees’ contributions, making it a great place to build a long term career. What is the most stressful part about working at the company? As with any banking role, there were moments of pressure during peak periods or when meeting targets, but the management and team support made it manageable. The challenges helped me build resilience and improve my time management skills. What is the work environment and culture like at the company? The work culture was friendly, supportive, and team driven. Everyone worked together towards common goals, and the management valued hard work and integrity. What is a typical day like for you at the company? Every day was focused on serving clients, achieving sales goals, and supporting the team. It was a busy but enjoyable routine that kept me motivated and constantly learning.",5,PERSONAL BANKER,Johor Bahru,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews
43,Public-Bank-Berhad,20/10/2025,"Very heavy workloads, no work life balance & toxic management","'- I always saw my colleagues were always working during their annual leaves and weekends in the office for the whole day due to strict deadlines set by ISO regulations - My mentor even asked me to cancel my annual leaves to complete my workloads, and my mentor asked me to complete my workloads during my annual leaves, weekends and public holiday despite unrealistic goals set by the boss and the team. - Your workload will be increased without letting you know in advance or without asking your permission to do so. - Your colleagues will punish you with extra workloads if you didn't complete their KPI (number of cases to be completed per day) - Even if you have a little progress within 4 months, the boss and my mentor won't be happy or celebrate your progress, the only thing they do is by forcing you to do faster with increasing amount of workloads. - My mentor has very biased treatment, my mentor is always friendly towards the other colleagues (who are close to my mentor), but when comes to my male colleague (in same department) and me as a new worker, my mentor always give very bad compliment or judge us in a biased way. My mentor also reacted excessively on trivial things about me and controlled me on every movement (""Don't show that you are not happy, because I saw you that you banged the table with documents"", while the actual event: The documents are too heavy that I can't carry properly, hence I have to arrange the documents with accidental bang). My mentor also talked bad about male colleague behind his back when male colleague took MC due to his illness.",1,Management trainee,Malaysia,former,1,3,1,1,1,"Very Good Salary, Training","No work life balance, toxic & poor management",1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
44,Ocbc,18/10/2025,"Stressful, Unfair","The O & T dept employees made me too shame to work together. They took advantage to bully me and asked me to leave the company, other colleagues she treated well. Whenever I had a problem in my works, they asked me to solve it myself. I felt stress and harmful to continue my job, lastly I suggested to leave the organization.",1,Teller,Alor Setar,former,1,3,3,1,1,None,"Shame, unfair, hurting, unhumanity",1,0,https://malaysia.indeed.com/cmp/Ocbc-3/reviews
45,maybank,15/10/2025,Perfect for learning,"A great place to learn and grow as an intern. The environment is supportive, with great leaders and amazing teammates who are always willing to help. There’s a good work-life balance, especially with the weekly work-from-home option. Things can get a bit hectic during system changes, but overall it’s a valuable and enjoyable learning experience.",4,Intern,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews
46,Cimb-Group,11/10/2025,Good workplace,"1) Outpatient, dental, optical, health check-up coverage, travelling claim 2) Maternity leave six months. 3) Bosses are good. 4) KPI is very agile, adjustable.",5,,,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Cimb-Group/reviews
47,maybank,4/10/2025,very good experience because can learn about work environment,What is the best part of working at the company? friendly staff and good environment. What is the most stressful part about working at the company? stress if there is any accidental mistake that we didn't notice and need to re do whole thing.,5,Credit Card Department (Internship) | Mac,Rengit,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews
48,bank islam,26/9/2025,An All-rounder benefits kind of company. Work-life balance on top!,"The best working place for intern. The allowance are great. All colleagues, team leaders and seniors are all great. The work-life balance here is to die for. One in a million.",5,Intern,"Menara Bank Islam, KL",former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Bank-Islam/reviews
49,United Overseas Bank,15/9/2025,Good benefit but high volume,"A lot of parties or events, good for extrovert but not a good thing for introverts. Still a lot of manual work and very volume based KPI. Team lead quality is average. Good benefits like flexcare.",3,Credit Analyst,Kuala Lumpur,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews
50,HSBC,12/9/2025,Toxic,"limited support and some bias in how situations are handled, especially concerning differences in religion. At times, certain staff members have spoken harshly or disrespectfully toward others, yet no action was taken to address it. For personal growth, it would help if staff are encouraged to practice discipline and self-development. Additionally, there appears to be a lack of transparency in commission structures, with practices that may unintentionally favor certain individuals. Clearer, fairer systems would build more trust and motivation among the team. Career growth no unless you are chinese",1,Sales staff,Malaysia,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/HSBC/reviews
51,bank islam,9/9/2025,Good pay for OT,Pros: staff mostly friendly. Good OT pay. Staff got a lot of AL Cons: Management. Messy SOP No career advancement Old equipment Hard to apply for AL even got alot of it,3,Junior sales representative,KLIA,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Bank-Islam/reviews
52,Cimb-Group,7/9/2025,"Kpi very strict, no work life balance","Kpi very strict, no work life balance, but is very good to learn a new things but your should depend by yourself because nobody will no help your because everyone is busy",3,Customer Service Agent,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Cimb-Group/reviews
53,Public-Bank-Berhad,6/9/2025,Forget about life if u work in this company,"Place to look for experience only (1 - 2 years cap), dont mind if u being diaturb at weekend especially hire purchase dept. long working hours n no wfh",1,Processing Executive (Credit Analyst),Kuala Lumpur,current,1,3,1,1,1,,Everything,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
54,United Overseas Bank,29/8/2025,Rights by you both to the staff and customer,"What is the best part of working at the company? Comprehensive rewards and employee wellness. Employee recognition and culture. Learning, growth and inclusive culture What is the most stressful part about working at the company? As usual stress to get year enda target met. What is the work environment and culture like at the company? Rights by you, United-Work as one",5,OPERATIONS OFFICER,Kuala Terengganu,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews
55,HSBC,28/8/2025,Great collaborative culture,"Good work life balance great compensation. However, team is very lean, therefore it can be stressful at times and things are fast paced. Team mates are knowledgeable and helpful.",5,,,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/HSBC/reviews
56,bank islam,19/8/2025,Fun,they really took a good care of their intern. computer provided allowance high and also have training to build intern knowledge to enter work enviroment,5,intern,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Bank-Islam/reviews
57,United Overseas Bank,19/8/2025,It's a great place to work... but the supervisors...,"I worked here before and the work load is quite ok and bearable. Only 'some' supervisor are really getting on your nerve... overall, it's a good place to work",5,Bank Clerk,Sandakan,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews
58,maybank,18/8/2025,High kpi with fast pace,Need to achieve a high kpi with changing directions from upper management. Fast pace environment. Not supportive manager. However good environment and supportive team members,3,,,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews
59,maybank,8/8/2025,"Everything is great here, can learn so many things but do not become protege or join programme",Chances of you getting a job permanently is almost impossible. Please reconsider if you expecting to have stable career soon after graduation. In terms of learning and experience you might gain a lot but not appreciating protege or graduate lvl.,4,,,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews
60,United Overseas Bank,5/8/2025,Benefit & environment,"The benefit are superb , you can claim everything for personal things ie hotel , flight ticket , sport & etc. But for working environment, quiet tough. The pressure unbelievable.",3,Manager,Kuala Lumpur,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews
61,maybank,18/7/2025,great,great co workers never stressful you can go home on time work life balance bosses are kind and they always check up on you they are also responsive of your inquiries,4,Protege,Kuantan,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews
62,Cimb-Group,17/7/2025,Good Benefits but Depends on Your Tolerance with the Culture,"They are offering better benefits in comparison to other companies, i.e. annual leave, medical, insurance etc. However the working culture is highly dependent on your team leads and preferences from the top management. People from banking industry may find it normal.",3,Digital Role,Menara CIMB,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Cimb-Group/reviews
63,Public-Bank-Berhad,15/7/2025,Salary is reasonable,"Benefits:- Basic salary meets the market range. However, increment, year-end bonus and performance bonus are based on your job performance and supervisor. Management Style:- Old-school management required multiple layers to apply work access. No flexible working hours and no remote. Promotion will be mostly based on the service years rather than job performance.",3,Senior Executive,Kuala Lumpur,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
64,maybank,7/7/2025,Good friend,"I would like to take this opportunity to express my heartfelt appreciation to my colleagues at Maybank Alor Setar who have been incredibly supportive and generous with their guidance since my very first day. Their willingness to share knowledge, their patience in teaching, and their constant encouragement have made a huge difference in my growth and confidence at work. They’re not just coworkers — they’ve become mentors who are always ready to help without hesitation. Every piece of advice and every small lesson has helped me improve and become more efficient in handling my responsibilities. I truly value the positive and professional work environment they create, filled with teamwork, respect, and mutual support. Thank you for being such wonderful teammates and for making my experience here so meaningful. I’m truly grateful, and I hope our bond continues to grow stronger as we move forward together.",5,Protege,Alor Setar,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews
65,Cimb-Group,6/7/2025,Long hours,so tired even during the weekends have to work long hours. management dont want to help you or give you proper direction - it was fun at first but now they dont even care,3,,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Cimb-Group/reviews
66,Public-Bank-Berhad,5/7/2025,Good Company but not a Good Division,"Great benefits, encouraging bonus and competitive salary if you work in HQ. Work life balance is achievable if you're in the right division, right department and under the right team. One step wrong, crazy amount of OT and gaslighting. Could be toxic and unbearable.",3,Compliance Officer,,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
67,Cimb-Group,2/7/2025,Productive and supportive team,"It was good. My department and team was very supportive. My supervisor was very supportive in terms of my work and even career. They always include me in every meeting, give advices and guide when I need it.",4,Protege,KL Sentral,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Cimb-Group/reviews
68,bank islam,30/6/2025,"No Guidance, No Space, and No Credit","This review is for most positions under the Deposit Department: Poor management, no proper space to meet clients, and zero guidance. Had to self-learn everything. Toxic culture—colleagues fought over customers, and superiors claimed credit for our hard work and performance. Stressful job with little support or recognition. High targets, but performance not fairly recognised. The most enjoyable part was achieving targets through my own effort, despite the lack of support. It gave me a sense of personal accomplishment, even if it wasn’t recognised by management.",1,Deposit Marketing Executive,,former,1,1,2,1,1,Learn to work independently. Personal growth through self-initiative.,"Poor management and lack of guidance; No proper workspace for meeting clients; Toxic, competitive environment; Superiors claim credit for your work ; High targets, but performance not fairly recognised; No commission or very minimal rewards; Constant stress, unclear roles, and no team support",1,0,https://malaysia.indeed.com/cmp/Bank-Islam/reviews
69,RHB Bank Berhad,21/6/2025,informative yet surface level exposure towards nature of business,"prepare monthly reporting tasks and mostly does market research. Does offer hybrid working style, imcludes activities like townhall, learning week, team building, and upskilling depending on the department.",4,Asset Management Strategy and Business Analysis,Kuala Lumpur,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews
70,Public-Bank-Berhad,17/6/2025,Monetary benefits is fine but overload with work,"Public Bank offers strong pay, bonuses & stability, but suffers from outdated systems, clunky app, heavy workload & limited work‑life balance. Turnover rate is quite high",3,management trainee,Kuala Lumpur,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
71,HSBC,13/6/2025,Na,Good work culture Good boss Good working environment Good colleagues Got engagement between team members Workload is heavy but can learn a lot of knowledge,5,,,former,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/HSBC/reviews
72,Public-Bank-Berhad,8/6/2025,Traditional thinking and working ethics,'- Boss treats workers like highschoolers - Little to no staff engagement - Require staffs to stay back but wont pay for overtime - Environment limits you from learning new stuff,3,Management trainee,Kuala Lumpur,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews
73,Ocbc,27/5/2025,"OCBC is a stable, growth-oriented bank that values people and innovation.","Pros: Supportive Work Environment: Encouraging leadership and helpful colleagues foster a positive workplace culture. Career Development: Offers structured training programs and opportunities for internal mobility. Innovation-Driven: Focus on digital transformation makes it an exciting place for tech-savvy professionals. Customer-Centric Values: Strong emphasis on delivering quality service, which builds purpose in daily work. Work-Life Balance: Reasonable workload and flexible arrangements support personal well-being. Recognition & Ownership: Employees are empowered to lead initiatives and recognized for their contributions. Cons: Pace of Change: Decision-making can sometimes be slower due to the size of the organization. Cross-Functional Collaboration: While encouraged, it may face occasional resistance due to siloed structures. Competitive Progression: Career advancement can be competitive in certain departments.",3,,,current,0,0,0,0,0,,,1,0,https://malaysia.indeed.com/cmp/Ocbc-3/reviews
74,United Overseas Bank,23/5/2025,"While the job offered some valuable learning experiences, the overall environment at UOB Bank—particularly post-Citi Bank migration—was demoralizing.","A typical day was fast-paced, handling high volumes of customer issues with tight performance targets. I learned to manage pressure, improve my communication skills, and adapt quickly especially after the Citi Bank migration. Unfortunately, management was unresponsive and showed little concern for employee well-being. The culture was heavily politicized, with favoritism and internal politics often overshadowing merit and hard work. There was no work-life balance, and internal politics were overwhelming. Citi staff were treated poorly after the transition, which made things even harder. The hardest part was staying motivated in a toxic environment. The best part was helping customers and resolving their issues—it gave a real sense of accomplishment. Overall, not a supportive place to grow long-term.",2,Senior Executive Officer,Kuala Lumpur,former,2,3,2,1,1,,,1,0,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews
