id,company_name,review_date,review_title,review_body_text,overall_review_rating,job_title,location,employee_flag,rating_work_life_balance,rating_compensation_benefits,rating_job_security_advancement,rating_management,rating_culture_values,pros_text,cons_text,page_number,start_offset,source_url
1872,Cimb-Group,9/4/2015,i love work there and learn so many experiance,• Sales (credit card and cashliteprograme). • Handling system company such as IVR system and others. • Highly skilled in explain product knowledge to customer over the phone. • Hands on experience in identifying and developing succesful business relationships. • Excelent in follow up document and strong negotiating with customer. • Confidently communicate with customers.,4,telemarketing officer,"Kuala Lumpur, M14",former,3,3,3,3,3,,,16,300,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=300
1873,Cimb-Group,6/4/2015,Challenging and competitive environment that promotes steep learning curve.,Challenging and competitive environment that promotes steep learning curve. Requires good multi-tasking skills while not compromising on work quality. Ability to work independently and be resourceful under tight deadline.,5,"Manager, Credit Risk Analyst",Kuala Lumpur,current,4,4,4,4,3,Promotes steep learning curve,Challenging and competitive,16,300,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=300
1874,HSBC,6/4/2015,A place to work,HSBC is a place to work for those fresh graduate . the management were well doing to accomplish the staff over here and fulfill the needs. I learn so much about international banking and global trade .,5,GLOBAL SUPPORT EXECUTIVE,"Cyberjaya, M10",former,5,5,5,5,5,Place to work,Night shifts can spoil health,18,340,https://malaysia.indeed.com/cmp/HSBC/reviews?start=340
1875,Cimb-Group,31/3/2015,Great working place,Have spent 20 years in this prestigious ASEAN well known regional bank. A great working place with multiracial co-workers. A supportive management towards well being of it's employees.,5,Business Analyst,"Kuala Lumpur, M14",former,3,4,4,4,4,,,16,300,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=300
1876,RHB Bank Berhad,27/3/2015,Courage,"In my experience with RHB I learn to be positive and take things as a challenge . I believe when we have a positive attitude toward our organization we can face theAny difficulties , problems , obstacles ,hurdle or barrier can be overcome .",3,Project Management Officer,"Kuala Lumpur, M14",current,3,2,3,2,3,,,15,280,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=280
1877,HSBC,26/3/2015,productivity and activities that orgarnize,we need to focus on what are we doing in daily basic whether the customer is eligible to receive the loan if not the bank will lose.what i learned is we need to be in team work when we need to accomplish for what we doing.moreover we need to communicate to our colleague .,4,GSE EXECUTIVE,"Cyberjaya, M10",current,4,4,4,4,4,free lunch,shortbreak,18,340,https://malaysia.indeed.com/cmp/HSBC/reviews?start=340
1878,Cimb-Group,24/3/2015,A good place to start a career,"friendly,supportive and knowlegable colleague. I learned about compliance of Bank Negara Malaysia(BNM), AMLATFA, IFSA and banking policies and management skills. handling day to day banking operation in details and based on policies that have been stated. im exposed to new experiences that required new level of management skills and knowledge. at the same time, i also learnt to carry out sales for banking/finacial products.",5,customer service officer,"Kota Kinabalu, M12",former,4,5,2,3,3,regain knowledge and experiences,lack of job security,16,300,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=300
1879,Cimb-Group,14/3/2015,Data quality management unit,"Wonderfull department where workers can learn more about banking system, managements also help us on time when we need and co-workers very helpful. The hardest part of the job difficult to learn about the system for 1st time user but once we managed it's easier. The most enjoyable things in this departments every week got meeting amoung the team with managers to get to know how the staff handling the work every week with any problem or not.",3,CLERK,"Kuala Lumpur, M14",former,3,2,3,3,3,,,16,300,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=300
1880,Cimb-Group,10/3/2015,Productive working task.,"I came to work early than working time. The working period is basically from 8.30 A.M until 5.30 P.M. I had my breakfast at the workplace usually. Literally, I learned something new at the work place every week. I learned about presentation skills, time management, work culture, and the workers different personality. The access card for everyday used need several days for it to be done. The approval for internet access, printing and scanning security slow and required days to be approved and settled. The management kind of blurry and they did not introduce new worker to the existing employees in another department, only among their department and if they have to. Everyone need to know their own colleagues in order to have better working environment. There are friendly co-workers and others rather be in their clique. The hardest part of the job is that there are no work to be done for that particular day, I think a worker must accomplish or contribute something on that day, then he is worthy on receiving the paycheck, because of the work that he had done. The most enjoyable part of the job was when I know what I am doing and receiving work from supervisors or other superiors. This is only the point of view of an intern.",5,Internship - Corporate Planning & Management,"Kuala Lumpur, M14",current,5,5,5,3,4,Flexible working time,Solemn working culture especially to new employee,16,300,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=300
1881,RHB Bank Berhad,4/3/2015,I like this sales jobs,I LIKE THIS WORK SALES . MANAGER GOOD HEART AND LIKE FOR HER NEW ZEAL FOR STAFF AND ALWAYS GOOD FOR TUTORING . Search a new customer every day to buy RHB product . For example ASB loan,5,TELEMARKETING EXECUTIVE,"Kuala Lumpur, M14",former,5,5,5,5,5,Lunch 12.00Pm-1.00Pm,Write submission 5.00Pm-5.30Pm,15,280,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=280
1882,Cimb-Group,3/3/2015,Productive and busy,"Day will be basically busy as the application will be escalated randomly for executives to process. At the same time have to attend to Sales staffs on enquiries. However, i'm glad that this kind of working environment has actually taught me do multitasking at a time. Beside, I have improved my analytical and decision making skills as well. Moreover, we do have our monthly meetings and birthday celebrations once in a month which actually creates a positive bond between everyone.",4,Executive,Kuala Lumpur,current,1,3,2,2,2,Teamwork,Imbalance worklife and culture,16,300,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=300
1883,HSBC,25/2/2015,good opportunities and learned a lot,Good working and learning experience. And good working environment.Typical work day duties includes working closely with clients. Knowledge of all product offered is essential in the role of Customer Experience associate. You must be able to identify issues and provide solutions and products to help better and deepen the client-bank relationship. By doing so you build a rapport with the client and the depend on you as a reliable source to handle their business/ banking affairs.,5,Assistant Manager Operations,Cyberjaya,current,3,3,3,3,3,,,18,340,https://malaysia.indeed.com/cmp/HSBC/reviews?start=340
1884,Cimb-Group,23/2/2015,"As usual, work has to be completed on a daily basis.","I am only here on a temporary basis, replacing the secretary who is on maternity leave. Nice evironment and office workspace. Location is good as access to public transport. As for lunch , convenient, as walking distance to KL Sentral Good working colleagueas.",3,Secretary,"Kuala Lumpur, M14",former,3,3,4,3,3,,,16,300,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=300
1885,maybank,23/2/2015,Challenging and rewarding working environment,"An excellent platform for those who strive to excel in managing multiple projects concurrently while meeting deadlines and consistently applying analytical, problem solving and follow through skills. Challenging but fairly compensated.",4,"Assistant Manager, Corporate Finance","Kuala Lumpur, M14",former,3,4,4,3,3,,,15,280,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=280
1886,Cimb-Group,18/2/2015,Productive workplace,An intensive analysis of financial statements help in improving my skills and knowledge. Persistency is the key to success in this job.,4,Financial Analyst,Kuala Lumpur,former,4,4,4,4,4,Supportive colleagues,Not applicable,16,300,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=300
1887,Cimb-Group,16/2/2015,Innovative and Informative,"Good for corporate culture in nurturing the governance of a banking institution. I learn about banking procedure, charges, basic loan calculation, banks product, saving and current account maintenance, check everyday balance and so on",3,Customer Care Consultant,"Kuala Lumpur, M14",former,3,4,2,3,2,,,16,300,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=300
1888,Cimb-Group,15/2/2015,a place with all facilities around,"In my review , the company was good and I was able to meet new clients everyday. I never knew what I was capable of until I joined here as a officer. I have learned that it is important to respect the customers and treat them with a good mannerism. Besides this, I like my working environment as my co-workers are helpful and friendly. My boss is best trainer that I had.",4,Recovery officer,"Kuala Lumpur, M14",former,3,3,4,4,4,Flexibility,Short beak times,17,320,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=320
1889,Cimb-Group,12/2/2015,Kpi target difficult to achieve,The branch is going to close down due to it making losses. Nice place to work. Learned a lot of things. Management and co workers are very supportive. The hardest part of the job is to the the clients to pay their loss.,2,ASSOCIATE,"Jempol, M05",former,1,1,1,1,2,,,17,320,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=320
1890,RHB Bank Berhad,12/2/2015,Productive and fun workplace,Working with RHB Bank as Sales Executive give me challenges experience. I learned about strategies and how to conviences costumer about company product. My co-workers like family to me. The hardest part of the job is to archive the montly target. The most enjoyable part of the job during paid.,4,Sales Executive,M10,former,3,4,5,4,5,Low rate loan for staff,Family days,15,280,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=280
1891,RHB Bank Berhad,10/2/2015,"I believe that my strong banking, finance and collection experience namely in Price Solutions SdnBhd (Standard charted Bank), HSBC Bank (M) Berhad, AM","With a Ten (10) years experience in Banking Line, I have a full understanding of administrating,managing organization and credit line. Moreover I had involved in special project in creditdepartment. Other than that, I have a very good computer skills",4,SENIOR RECOVERY EXECURIVE,"Kuala Lumpur, M14",former,4,4,4,4,4,,,15,280,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=280
1892,maybank,9/2/2015,Great and exciting,Good where it gave me opportunity to advance and learn new things that relates to the banking industry. Career advancement is evident and mentors are equipped with knowledge and know-how.,5,Relationship Manager,"Kuala Lumpur, M14",former,3,3,3,3,3,,,15,280,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=280
1893,Bank-Rakyat,30/1/2015,Enjoyable working environment,"Rotation on different department such as financing unit, documentation unit, operation unit. I learn much on how to deal with customers, learn to communicate each others.",5,Practical trainee,"Segamat, M01",former,5,5,5,5,5,,,5,80,https://malaysia.indeed.com/cmp/Bank-Rakyat/reviews?start=80
1894,maybank,25/1/2015,Nice working enviroment,"what can I conclude, Maybank give a lot of benefits to their staff. they tried to make their staff comfortable during working hour. But, during I was work there, there are curtain things they miss look.",4,TELLER,"Kuala Lumpur, M14",former,4,4,5,3,4,nice co-workers,management problem,15,280,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=280
1895,Cimb-Group,17/1/2015,"productive and fun workplace, enjoyable environment","'-I learned to team work with co-workers. -The hardest part of my job is, calling customer to get confirmation of transaction,because its take time for customers to reply the purpose of transaction. -The most enjoyable part of my job is ,working only in week days .",3,BANK OFFICER,"Kuala Lumpur,",current,4,2,3,3,3,medical,,17,320,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=320
1896,RHB Bank Berhad,16/1/2015,Productive and working as a team.,"The environment is great but there is no work/life balance. Working as a team is the best part in here. Monthly incentive is the target. However, there is some cases the incentive will be hold or forfeited. It doesn't sound fair to all of the staff that have given their best.",4,Sales Executive,Subang Jaya,current,3,3,4,3,3,Great Incentives.,Healthcare,15,280,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=280
1897,RHB Bank Berhad,12/1/2015,a lot of event will arrangement and do it.,i like to work because talk with different of person and solve the problems.,1,Executive(Loan),penang,former,1,1,1,1,1,,,15,280,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=280
1898,United Overseas Bank,7/1/2015,Challenging workforce withroom for growth and career progression,"Daily task include analysing market opportunities to come up with product ideas that suits the market trend and customer's needs and preferences. With this, I have learn to adapt to the changing market environment and work under pressure as a split second would cost a lost of opportunity or money position for the clients. My managers : Margaret, Steven and Mr Khoo had been really supportive when it comes to product approvals and recognition of one's efforts. I have been generously rewarded for the handwork that I have shown and this enhances and boost my morale values. I work with a team of 10 other people who carries the same role. We each exhibit a strong cooperation system and there's a buddy system in tact which enables one to have a back up if any unforeseen circumstances prevail. The hardest part of the job is when we have a bad day at the market, where most indices dropped or the currencies are taking a beating, it is the mental and emotional position of our clients that we would need to manage eg. being shouted at or even enduring tantrums and anger hurled at you and our job would be to pacify the clients and offer alternative solutions. The most enjoyable part would definitely be monetary. Being an employee on both basic salary and monthly incentives, the money is the pull factor. I am accountable for what I bring home extra every month and when you do your best, the satisfaction is there when you bring home a big fat paycheque. I have learn a lot working in UOB, a lot of opportunities was given to me. Steven in particular was nurturing me and guiding me for a managerial role, I was exposed to all the numerical and analytical tasks and meetings and presentations to help me understand the business better and how to run a treasury advisory team, ensuring we are using our team budget accordingly. It was definitely something that made me realise my talent and the opportunity to learn.",5,Treasury Specialist - Privilege Banking,"Kuala Lumpur, M14",former,5,5,5,5,5,"Good benefits, supportive management, good remuneration and rewards","No lunch break as we work through lunch hours, managing people's expectations and patience",6,100,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=100
1899,Cimb-Group,3/1/2015,Your can work but cannot be promoted,"'- My typical day at work is cannot be promoted. - I learned that if you done well in your job is not compulsory you can be promoted by your supervisor. - My management always bias to their employees, especially to clerical and non clerical staff. - My co-worker also same fate - The hardest part of my job is you easy can get scold, threatening and four letter word from customer went you asking for payment. - The most enjoyable part of my job is customer appreciate because I help them the solution how to manage their debt payment also my prayer time.",2,CLERICAL,"Kuala Lumpur, M14",current,2,3,3,1,2,Can prayer and salary on time,For clerical no vehicle and sundry loan,17,320,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=320
1900,United Overseas Bank,28/12/2014,A challenging job with great benefits,Job required answering phone calls and emails related to credit card matters. It was shift work that included weekdays and weekends. There were always difficult and unreasonable customers and it was a challenge to meet their demands. Some days lunch/dinner/rest breaks were curtailed to meet the backlog of calls. There were appreciative customers who would call/write in to thank the staff for assistance in resolving their issues.. Management were helpful and supportive but kept us on our toes all the time.,4,SENIOR OFFICER,"Kuala Lumpur, M14",former,3,4,4,4,3,Great opportunity for career advancement,Requre a lot of patience and resilience,7,120,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=120
1901,maybank,27/12/2014,Great place to work with people-oriented culture,"A wonderful place to work with a lot of room for personal and team growth, co-workers are more like family members and there's a common goal to strive for the greater good for the community not just for the company.",5,Flow Product Manager,"Kuala Lumpur, M14",former,5,5,5,4,4,,,15,280,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=280
1902,HSBC,17/12/2014,Friendly and Fun workplace,Always motivate staffs to go extra mile and provide a good work environment and benefits that make work less stressful. The also give a good healthcare to the staffs,4,telebanking-officer,"Kuala Lumpur, M14",former,4,4,3,2,4,A lot of activities to motivate staffs and make work fun,retrenchment,18,340,https://malaysia.indeed.com/cmp/HSBC/reviews?start=340
1903,bank islam,13/12/2014,Fun workplace,I enjoy with Bank Islam because have a good environment and good co workers. I give full participate in all event under Bank.,5,FINANCE EXECUTIVE,"Lembah Pantai, M14",former,4,5,4,4,4,Executive,Finance,3,40,https://malaysia.indeed.com/cmp/Bank-Islam/reviews?start=40
1904,RHB Bank Berhad,1/12/2014,Travel in order making sales about bank product,Able to participate in team work. Able to achieve daily target. Hardest part is facing the customers problem. The most enjoyable part is I can travel anywhere but in the same time we need to find our sales.,4,Personal Banker,"Kuala Muda, M02",current,4,4,4,4,4,,,15,280,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=280
1905,maybank,28/11/2014,Fun but the office culture is not healthy,"Working with Maybank Berhad in credit card department was a such great experience to gained. It taught me on how to be more patient especially confronting customers via telephone. It also improve my communication skills, interpersonal skills, and computer skills. I also got the chance on how to read customers' credit card statements. However, instead of good things that I got during working with Maybank Credit Card, there were also bad things happened in the office, which is the office culture. The credit card department operating via telephone so, there were times where the senior employee pass the telephone to the junior employee because they do not want to entertain the customers and solve their problems. I hope the problems of bad office culture can be solved in the future and the higher authority of the company could play their roles.",3,Graduate Trainee Officer (GTO),"Kuala Lumpur, M14",former,3,3,3,3,4,"Can improve the communication skill and solving problem. Besides, the job taught me to be more patient in confronting the customers.",The salary is not worth with the job. Should increase the salary.,16,300,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=300
1906,HSBC,23/11/2014,Poor work/life balance,Lack of management direction High turnover rate Lack of work life balance. Easily clocking in 50 hours per week with no additional allowances,1,Test Engineer,"Kuala Lumpur, M14",former,0,0,0,0,0,Huge MNC with good ank related privilages,"Bad place to work, lack of management direction",18,340,https://malaysia.indeed.com/cmp/HSBC/reviews?start=340
1907,HSBC,23/11/2014,Productive and fun workplace,"I have learnt many things from this company, They have provide me full training on daily tasks and many more knowledge. The team members are awesome and friendly.Always helping each other to complete all tasks.The team work are good .",4,Senior Global Support Executive Global Custody,Kuala Lumpur,former,5,4,5,3,4,Training,long hours,18,340,https://malaysia.indeed.com/cmp/HSBC/reviews?start=340
1908,HSBC,9/11/2014,Very fun working enviroment,I have learn a lot. Very flexible working hours. Team work . Co-workers a very helpful ( work done as a team work ) .,5,GLOBAL SUPPORT EXECUTIVE,"Cyberjaya, M10",former,5,5,5,5,5,None,Healthcare benefits need to upgrade more for the workers.,18,340,https://malaysia.indeed.com/cmp/HSBC/reviews?start=340
1909,United Overseas Bank,28/10/2014,Fun environment,"learned communication skills management - very friendly Hardest part - Short break very limited, less freedom Enjoyable - Festival season entertainment",5,customer service exec,"Kuala Lumpur, M14",current,5,5,5,5,5,Flexible,short breaks very limited,7,120,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=120
1910,Public-Bank-Berhad,27/10/2014,Productive and high committed working culture,'- Good training provided and friendly colleagues - Company that focuses on training and results oriented,4,Sales & Marketing Exective,"Seremban, M05",current,3,5,5,4,4,Good learning culture,Stressful,13,240,https://malaysia.indeed.com/cmp/Public-Bank-Berhad/reviews?start=240
1911,HSBC,23/10/2014,An organisation with work life balance,"Main task was on reconciliation (cash & stock) of accounts in most currencies which is done via TLM system (banking system) at my team from Singapore, Thailand & Hong Kong Multi task within the team for various work Coped with different working hours well such as 6am & 9am shift at my team (IMS)  Met the targets that were set by the bank on a weekly basis. Able to help other departments during peak periods",4,BANKING & FINANCIAL SERVICES,M10,former,4,4,4,4,5,Good exposure to multi culture countries,Working on malaysian public holidays,18,340,https://malaysia.indeed.com/cmp/HSBC/reviews?start=340
1912,maybank,16/10/2014,very good place to work,I have learned a lot about banking domain.The management is very good.co workers also very good.,5,Hadoop Developer,kuala lumpur,former,4,4,4,3,3,,,16,300,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=300
1913,Cimb-Group,15/10/2014,Productive workplace with good and healthy enviroment,"Such a challenging workplace. Surrounding with hardworking and responsbility colleague. Together we managed daily task and support each other in any related job descreption.Every month end was a toughest part on our duty. Salute to my team mate, together we'll ensure all task must be done and balance at the end of day. 'Pot Luck' is one of our monthly program especially on month end; we called it ""Stove Day"".",5,Manager,"Kuala Lumpur, M14",current,4,4,5,5,4,"Benefits in medical, high yearly bonus payout",Yearly increament,17,320,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=320
1914,Cimb-Group,14/10/2014,Not strictly job,"From my review, this job is based on yourself how to conduct job individually. You became a boss. You will come do a job anytime and anywhere to meet your client.",4,"Internship, Unit Trust Consultant","Shah Alam, M10",former,4,4,4,4,4,,,17,320,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=320
1915,Cimb-Group,12/10/2014,Working place environment,I like the environment in here because all of the staffs are really friendly.,5,CUSTOMER SERVICE OFFICER,"Petaling Jaya, M10",former,5,5,3,4,4,,,17,320,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=320
1916,Cimb-Group,18/9/2014,Effective working environment with result-oriented co-workers and superior.,"Perform financial analysis in terms of fundamental of a company to assess the fair value of a share price. Update with current issues (read news, briefing from manager) and be alert on the fluctuation of financial markets. Consult research report from award winning house CIMB research to equipped myself with current stock picks and trading ideas and report to clients as well as monitor clients’ investments portfolio. Communicate with different clients with different investment objectives, and cooperate with back office (operation) to ensure effective operation work is accomplished Be extra cautious/alert while keying orders to prevent errors while receiving instruction from client because when money is concern, it takes a great deal of responsibility to handle clients needs. Effective communication was carried out when performing duties to ensure productive work and harmony working environment. Interpersonal skills are enhanced.",4,Associate,Sarawak,current,4,4,4,4,4,"Medical benefits, employee remuneration packages",,17,320,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=320
1917,Ocbc,18/9/2014,Analyst review,"In this job, i have taken up some programming roles, learnt how to manage migration of big systems, and to automate big bulk of the daily operations of a department.",4,Analyst Programmer,"Kuala Lumpur, Malaysia",former,4,4,4,4,4,management takes care of their staff's welfare,none,7,120,https://malaysia.indeed.com/cmp/Ocbc-3/reviews?start=120
1918,RHB Bank Berhad,18/9/2014,Challenging but Fun Place to work,"'- Responsible for quantitative and qualitative analysis of loan and credit line applications and other requests including annual review of existing client’s facilities. - Responsible for analyzing financial information and accessing credit worthiness and risk of a portfolio of commercial companies with gross turnover of RM80-RM100mil/year) - Understand my clients' business in terms of financial, management and their future prospective. - I am a team player, and having maintained good relationship with my colleagues and line managers. - So far, I enjoyed my job because I will be able to learn a lot from my job and people that I am working with.",4,Account Relationship Manager,"Penang, Malaysia",former,4,4,4,3,3,Great learning place and great people to work with,"Coundn't name any as far as I know, I enjoyed my job",16,300,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=300
1919,Cimb-Group,12/9/2014,Summer Internship in CIMB Investment Bank,"I was an intern in the Equity capital markets department, CIMB Investment Bank, Malaysia for a duration of two months in early 2013. I was involved in the Ranhill IPO, whereby I helped to create a teaser of the IPO for presentation to cornerstone investors, describing the company's strengths, strategies, industry dynamics and growth prospects. Not only that, I also assisted with creation, editing, and analysis of documents by compelling industry and company data, performing basic financial analysis, and creating presentation documents. Being involved in prospectus launches for various IPOs allowed me to understand corporate finance better. Although the working hours were long, I enjoyed learning about the fusion of marketing and finance.",4,Equity capital markets intern,"Kuala Lumpur, Malaysia",former,3,3,3,4,3,Experiencing prospectus launches,Long working hours,17,320,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=320
1920,maybank,5/8/2014,productive worker,"An Oracle professional with 8+ years of experience as an Oracle PL/SQL Developer&DBA. To achieve a challenging position in software development in a result oriented organization where my acquired skills, creativity, knowledge and experience will be utilized towards growth and advancement.",5,"TWCMS tools, HP QC, JIRA",malaysia-KL,former,5,5,5,5,5,,,16,300,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=300
1921,maybank,31/7/2014,Friendly environment but Sluggish Culture,"People are generally helpful and friendly. Nonetheless, being the biggest bank in Malaysia, it can be a victim of its own success - sluggish and socialist.",3,"Manager, Client Coverage, Global Banking (GB)","Kuala Lumpur, M14",current,4,2,3,2,2,,,16,300,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=300
1922,maybank,1/7/2014,Nothing much to comment as I only worked for 3 months there,Project Analyst role was to monitor the cost of project and flow of project. Overall a very good benefit company to work with.,2,Project Management Analyst,"Kuala Lumpur, M14",former,4,3,4,2,3,,,16,300,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=300
1923,United Overseas Bank,1/7/2014,Great work environment,"Daily market monitoring and get updates from the investment and treasury specialist in order to spot investment opportunities for clients. Meanwhile, to assist clients with their daily transaction, eg. fixed deposit placement, telegraphic transfer, etc. Teamwork and communication is vital especially in your absence, keeping everyone informed about your whereabouts is your responsibility because this ensures that everything runs without hiccups. Multi-tasking was learned throughout the 4 years work experience in UOB, to combat with high expectation from superiors and customers. Quick adaption to change was developed because of the consistent changes in supervisors, management and salary payout structure. Ever-ready to help colleagues made this place one of the most enjoyable environment to work and grow in. Everyone treated each other with respect made working in a multiracial environment very pleasant.",5,Privilege Banking Client Adviser,Kuala Lumpur,former,5,5,5,5,5,Great colleagues and enjoyable work environment,Inconsistent management structure and payout,7,120,https://malaysia.indeed.com/cmp/United-Overseas-Bank/reviews?start=120
1924,Cimb-Group,24/6/2014,Productive and Challenge,Always busy but I have gained a lot of experience. This job has taught to be good leader and manager.,5,Asst. Vice President,Kuala Lumpur,current,0,0,0,0,0,gained experiance,,17,320,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=320
1925,Ocbc,11/6/2014,fun workplace,"the work is an 24/7 rotational based shift work,i had learn more about the usage f credit card and about the charges on the card,the management is just nice on their supervise and moreover my colleague are very friendly they do assist if there is any doubt,the hardest part is when the charges unable to waive and need to contact customer at the same side advice on the payment,the most enjoyable is my friends.",3,Waiver Officer,"Petaling Jaya, M10",current,2,2,2,1,1,free vendor dring,long hours,7,120,https://malaysia.indeed.com/cmp/Ocbc-3/reviews?start=120
1926,maybank,24/5/2014,Very challenging,Career progress were not great though work was very challenging. The most enjoyable part was meeting different types of people everyday.,2,Credit Administration Officer,"Selangor, Malaysia",former,0,0,0,0,0,,,16,300,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=300
1927,RHB Bank Berhad,19/5/2014,One of the top 5 bank due to government back up,"One of the top 5 bank in Malaysia. Unfortunately top management change few times and as a result to that the bank has""duplicate"" departments which caused time frame for approval in may ways.It is still one of the ""anchor"" bank in Malaysia due to the government back up through the government link company - Employee Provident Fund (EPF) as the major shareholder of the bank. The bank does not compensate the workers so well and as a result to that many good workers had left the bank. I dont have any good or enjoyable time with the bank except my work satisfaction setting up a new business center and led the center to be the new best branch in 2009.",1,Senior Manager (Business Center Manager),"Seremban, M05",former,2,1,1,1,1,Still among the top 5 bank in Malaysia due to the government back up,Staff benefits and welfare -too little.,16,300,https://malaysia.indeed.com/cmp/Rhb-Bank-Berhad/reviews?start=300
1928,HSBC,17/5/2014,work place has the positive energy,Overall all officers are friendly and helpful Trainers are ethicall and working environment enjoyable,4,GSE,Cyberjaya,former,5,3,4,5,3,breaks given in between to relax,nil,18,340,https://malaysia.indeed.com/cmp/HSBC/reviews?start=340
1929,Cimb-Group,14/5/2014,Great place of work,It is a great place to work as everyone worked as a team and we practiced open management system that made it possible faster information movement across the board. We were a big family with same set goals.,4,Sales Personnel Consumer Banking,Kuala Lumpur Malaysia,former,4,3,3,4,4,,,17,320,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=320
1930,HSBC,6/5/2014,Fun working place,"The benefits are the best and the work environment itself is good. The schedule gets a little overwhelming sometimes, but it's an alright place to work.",3,Asst. Manager Training & Projects,"Cyberjaya, Malaysia",former,3,5,5,3,5,,Shift patterns,18,340,https://malaysia.indeed.com/cmp/HSBC/reviews?start=340
1931,HSBC,4/5/2014,Work life balance,"'-5 days per week -learn to call a customer related for bank solution -we will have one to one section with line manager every month -as a senior, will help junior when they are facing problem -no hardest part of the fob for me recently -enjoyable part is we have team building sometimes",4,Global Support Executive,Cyberjaya,current,3,3,4,3,3,,,18,340,https://malaysia.indeed.com/cmp/HSBC/reviews?start=340
1932,Cimb-Group,30/3/2014,Was a Management trainee,they call it The Complete Banker Program. 2 months of classroom training and 10 months of related department rotation,3,Associate,"Kuala Lumpur, M14",former,0,0,0,0,0,,,17,320,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=320
1933,maybank,12/3/2014,Maybank is Good Malayan Bank,Very good retail banking. It has good company environment and Good planning in SDLC.,5,Sr DB Developer,Malaysia,current,5,3,3,5,4,,,16,300,https://malaysia.indeed.com/cmp/Malayan-Banking-Berhad-(maybank)/reviews?start=300
1934,HSBC,27/2/2014,Productive and fast-paced environment,"I have been assigned to department of Global Market Operation (GMO). I have learned and gain experiences through out this internship for examples the process of transaction about bonds, banker's acceptance and so on. I am really in practical for this 4 months.",4,Internship at HSBC from 4,"Kuala Lumpur, M14",former,3,3,3,3,3,,,18,340,https://malaysia.indeed.com/cmp/HSBC/reviews?start=340
1935,Cimb-Group,25/2/2014,Productive & Challenging,"Nice to explore new thoughts, design the data flow. Opportunity to learn new technologies. Interaction with vendors Flexible timings",4,Wintel & MFT Administrator,Kuala Lumpur,current,4,3,4,3,3,,,17,320,https://malaysia.indeed.com/cmp/Cimb-Group/reviews?start=320
